Cluster i: 0
total projects:143
total patterns:86
'(.)'	12,412,757,759,852,961,1087,1221,1511
'(\\S)\\s+(\\S)'	12,412,759,852,961,1087,1221,1511
'(\\S+)\\s+(\\S+)'	803,1007,1015,1032,1300
'(\\S+)\\s+(..+$)'	531,832,846




Cluster i: 43
total projects:16
total patterns:2
':\\d+$'	12,225,287,510,602,774,1054,1087,1509
':(\\d+)$'	82,89,220,1004,1074,1075,1495




Cluster i: 44
total projects:15
total patterns:5
'^\\s*\\#'	422,747,1517,1580
'^\\s*#.*$'	498,633,958,1235
'^$|^\\s*#'	1630,1632,1639
'^\\s*#.*'	1088,1621
'^\\s*\\#+\\s*'	305,1505




Cluster i: 45
total projects:14
total patterns:5
'^(\\w){1,4}$'	12,412,759,852,961,1087,1221,1511
'^(\\w){1,3}$'	12,412,759,852,961,1087,1221,1511
'^(\\w){1,2}$'	12,412,759,852,961,1087,1221,1511
'^[\\w_]+$'	433,927,1003,1202
'^[a-zA-Z0-9]+$'	296,819




Cluster i: 46
total projects:14
total patterns:4
'\\['	322,467,505,534,557,767,1025,1076,1466
'\\[.*$'	322,467,505,534,743,1216,1466
'\\s*\\[.*$'	308,743
'\\s*([^\\s\\(\\)"\\\'\\-=,\\[\\]/\\?]*)\\s*\\['	1248,1488




Cluster i: 47
total projects:14
total patterns:4
'}'	317,322,467,505,534,557,1466
'.*}.*'	1007,1015,1032
'\\}'	757,1087
'\\s*\\}\\s*'	617,1247




Cluster i: 48
total projects:14
total patterns:4
'^(\\d+)'	122,422,628,1015,1032
'^[0-9]+'	119,182,340,384
'^(\\d+(\\.\\d+)*)'	1263,1580,1594
'^[0-9]'	341,1007




Cluster i: 49
total projects:14
total patterns:2
'(\\033|~{)'	305,619,927,1292,1399,1431,1439,1469,1505
'(\x1b|~{)'	459,927,1263,1292,1469,1535,1580,1594




Cluster i: 50
total projects:13
total patterns:3
'^/'	113,433,460,927,1003,1021,1025,1202,1468
'^/+'	200,460,1025,1322,1505
'^\\/+'	433,927,1003,1202,1340




Cluster i: 51
total projects:13
total patterns:3
'^https?://\\S+$'	82,89,1004,1074,1075,1495
'^https?://'	192,225,305,1025,1326
'^http(s)?://'	370,819




Cluster i: 52
total projects:13
total patterns:2
'([a-z0-9])([A-Z])'	218,296,819,1092,1183,1426,1506,1510,1555
'([a-z\\d])([A-Z])'	305,1025,1138,1505




Cluster i: 53
total projects:13
total patterns:2
'SECRET|PASSWORD|PROFANITIES_LIST|SIGNATURE'	302,323,355,422,866,1004,1495,1517
'SECRET|PASSWORD|PROFANITIES_LIST'	82,89,1004,1074,1075,1184,1495




Cluster i: 54
total projects:13
total patterns:2
'%([0-9A-Fa-f]{2})'	147,181,278,296,432,819,1366
'%([0-9a-fA-F][0-9a-fA-F])'	225,287,510,602,774,1509




Cluster i: 55
total projects:12
total patterns:4
'^(\\w+)'	122,947,1015,1032
"^(\\w[\\s\\w'.-]*)(\\((.*)\\))?"	1263,1290,1580,1594
'^\\w'	1339,1418
'[a-fA-F0-9]{1,4}'	636,1125




Cluster i: 56
total projects:12
total patterns:3
'\\.\\d+$'	122,225,287,510,602,774,1509
'\\.(\\d)+$'	813,927,1003
'\\.(\\d+)$'	391,872




Cluster i: 57
total projects:12
total patterns:3
'(\\t+)'	162,251,619,1087,1267
'\\t+'	945,1190,1248,1488
u'[\\t]'	304,1025,1322




Cluster i: 58
total projects:12
total patterns:3
'[\\.\\-]'	927,1003,1269,1498,1570
'[-.]'	496,749,1087,1580
'[.\\-]'	113,1415,1469,1580




Cluster i: 59
total projects:12
total patterns:2
'^([a-zA-Z0-9_]+)=(.*)'	12,412,759,852,961,1087,1221,1511,1580
'^([a-zA-z0-9]+)=([\\S\\s]*)$'	308,743,1216




Cluster i: 60
total projects:12
total patterns:2
'^\\S+@\\S+\\.\\S+$'	849,878,1012,1086,1158,1495,1580,1634
'^[\\S]+@[\\S]+\\.[\\S]+$'	1294,1337,1527,1595




Cluster i: 61
total projects:11
total patterns:5
'^[\\w.@+-]+$'	585,1012,1086,1580
u'^[\\w/:+-]+$'	1012,1158,1580
'^[a-zA-Z0-9\\.\\-:+"]+$'	289,638,956
'^[a-zA-Z0-9+-.]+$'	1415,1580
'^[a-zA-Z0-9_:\\.\\-,]+$'	1223,1420




Cluster i: 62
total projects:11
total patterns:4
'^\\W+'	305,1025,1082,1322,1326,1505
'(\\S+)$'	1248,1488
'^(<=|>=|<|>|!=|==)?\\s*([^\\s,]+)$'	1263,1290
'^(<=|>=|<|>|!=|={2,3}|~=)?\\s*([^\\s,]+)$'	1263,1580




Cluster i: 63
total projects:11
total patterns:3
'\r\n|\r'	552,606,719,1158,1223,1247,1420
'\r\n?'	737,1438
'(\r\n)|\r|(\n\r)'	602,1054




Cluster i: 64
total projects:11
total patterns:3
'(\\\\+)"'	306,322,467,505,534,1007,1466
'\\\\"'	9,148
'\\\\(t|n|r|"|\\\\)'	55,908




Cluster i: 65
total projects:11
total patterns:3
'[()]'	624,815,1248,1486
'\\(|\\)'	614,947,996,1491
'\\\\?[()]'	252,1087,1495




Cluster i: 66
total projects:11
total patterns:2
'\\('	322,339,467,505,534,1008,1076,1248,1466
'(.*)\\('	1317,1501




Cluster i: 67
total projects:11
total patterns:2
'^[a-zA-Z][a-zA-Z0-9\\-_]*$'	12,287,425,602,1050,1054,1087,1509,1580
'^[A-Za-z_][A-Za-z0-9_\\.\\-]*$'	332,689




Cluster i: 68
total projects:11
total patterns:2
'\\s*\\$\\$.*'	416,852,994,1007,1301,1511,1560,1598
'\\$\\$.*'	592,896,1403




Cluster i: 69
total projects:11
total patterns:2
'^/([\\w-]+)(/|$)'	849,878,1012,1086,1158,1495,1580,1634
'^/[-\\w/]*$'	24,25,147




Cluster i: 70
total projects:11
total patterns:2
'[A-Z][a-z]+([A-Z][a-z]*)+'	12,412,759,852,961,1087,1221,1511
'([A-Z][a-z]+[A-Z][^ ]+)'	1269,1469,1498




Cluster i: 71
total projects:11
total patterns:2
'\\$\\{([\\w\\-]+)\\}'	305,407,1025,1322,1326,1505
'\\$\\{([a-zA-Z0-9\\-_]+)\\}'	467,505,534,1007,1466




Cluster i: 72
total projects:10
total patterns:5
'a+'	12,412,759,852,961,1087,1221,1511
'(a)'	12,412,759,852,961,1087,1221,1511
'(a)?a'	12,412,759,852,1087,1221,1511
'((a))'	12,412,759,852,1221,1511
'a.*'	340,1557




Cluster i: 73
total projects:10
total patterns:3
'(\\d+)$'	82,89,1004,1074,1075,1495,1644
'[-+]?(\\d+|\\d*\\.\\d+)$'	82,89,1004,1074,1075,1495
'.*[0-9]$'	1121,1320,1355




Cluster i: 74
total projects:10
total patterns:2
'\\n$'	305,492,1025,1179,1322,1326,1364,1502,1505
'\\n+$'	1179,1406




Cluster i: 75
total projects:10
total patterns:2
'(["\\\\`])'	306,322,467,505,534,896,1007,1466
'([\\"$`])'	12,1087




Cluster i: 76
total projects:10
total patterns:2
'[^\\x00-\\x21\\xff]{1,250}$'	992,1104,1257,1386,1415,1469,1536,1580
u'^[ -~]*$'	623,1181




Cluster i: 77
total projects:10
total patterns:2
'\\(([^)]+)\\)'	82,89,806,1004,1074,1075,1495
'\\([^)]+\\)'	624,944,1486




Cluster i: 78
total projects:10
total patterns:2
'\n\n'	526,1007,1015,1032,1046,1642
'\\n\\n+'	1179,1454,1535,1621




Cluster i: 79
total projects:10
total patterns:2
'^\\.+'	225,287,510,602,774,1509
'^\\.'	108,813,927,1571




Cluster i: 80
total projects:10
total patterns:2
'[ \t][ \t]+'	412,759,852,961,1221,1511
'([^\\w\\s]*)\\s*(\t|  )\\s*([^\\w\\s]*)'	304,662,842,1322




Cluster i: 81
total projects:10
total patterns:2
'.*\\!$'	251,498,1087,1267,1555
'(.+)\\!$'	305,1025,1322,1326,1505




Cluster i: 82
total projects:9
total patterns:3
'(http://)(\\w*)'	254,438,594,790
'http://'	990,1523,1569
'http://(\\S+)\\s*'	498,1495




Cluster i: 83
total projects:9
total patterns:2
'\\)'	322,339,467,505,534,1008,1076,1248,1466
'\\)\\s*'	322,467,505,534,1466




Cluster i: 84
total projects:9
total patterns:2
'\\\\[A-Za-z]+'	12,412,759,852,961,1054,1087,1221,1511
'[\\\\]([a-zA-Z]+[*]?) ?({|\\s*\\n?)'	12,412,759,852,961,1221,1511




Cluster i: 85
total projects:9
total patterns:2
'\\]'	322,467,505,534,557,1076,1466
'\\s*]\\s*'	1248,1488




Cluster i: 86
total projects:9
total patterns:2
'[^=]+=(.+)'	322,467,505,534,1216,1466
'(.+)=(.+)'	262,267,268




Cluster i: 87
total projects:9
total patterns:2
'[A-Z][a-z]+'	82,89,1004,1074,1075,1495
'([A-Z][a-z]+)'	17,241,1249




Cluster i: 88
total projects:9
total patterns:2
'\\s*=.*'	467,505,534,1404,1466
'\\s*=\\s*'	116,124,826,1248




Cluster i: 89
total projects:9
total patterns:1
"'.'"	322,416,467,505,534,1199,1300,1404,1466




Cluster i: 90
total projects:9
total patterns:1
'\\*/'	306,322,464,467,505,534,1007,1404,1466




Cluster i: 91
total projects:9
total patterns:1
'Xorg'	12,412,759,852,961,1054,1087,1221,1511




Cluster i: 92
total projects:9
total patterns:1
'HTML'	12,412,759,852,961,1054,1087,1221,1511




Cluster i: 93
total projects:9
total patterns:1
'var '	306,322,464,467,505,534,1007,1404,1466




Cluster i: 94
total projects:9
total patterns:1
"'.*'$"	306,322,464,467,505,534,1007,1404,1466




Cluster i: 95
total projects:9
total patterns:1
'/.+/$'	306,322,464,467,505,534,1007,1404,1466




Cluster i: 96
total projects:9
total patterns:1
'[@{} ]'	12,412,759,852,961,1054,1087,1221,1511




Cluster i: 97
total projects:9
total patterns:1
'["\'/]'	306,322,464,467,505,534,1007,1404,1466




Cluster i: 98
total projects:9
total patterns:1
'\\$[()]'	308,322,389,467,505,534,743,1216,1466




Cluster i: 99
total projects:9
total patterns:1
'Websafe'	12,412,759,852,961,1054,1087,1221,1511




Cluster i: 100
total projects:9
total patterns:1
'@[a-z]+'	12,412,759,852,961,1054,1087,1221,1511




Cluster i: 101
total projects:9
total patterns:1
'cc_(.*)$'	308,322,389,467,505,534,743,1216,1466




Cluster i: 102
total projects:9
total patterns:1
'v[0-9]+.*'	308,322,389,467,505,534,743,1216,1466




Cluster i: 103
total projects:9
total patterns:1
'lightlink'	12,412,759,852,961,1054,1087,1221,1511




Cluster i: 104
total projects:9
total patterns:1
'[\n@{}&<>]'	12,412,759,852,961,1054,1087,1221,1511




Cluster i: 105
total projects:9
total patterns:1
'([0-9.]+)$'	308,322,389,467,505,534,743,1216,1466




Cluster i: 106
total projects:9
total patterns:1
'XConsortium'	12,412,759,852,961,1054,1087,1221,1511




Cluster i: 107
total projects:9
total patterns:1
'[Hh][123456]'	236,247,552,606,919,1007,1223,1395,1420




Cluster i: 108
total projects:9
total patterns:1
'^(@[a-z]+)?{'	12,412,759,852,961,1054,1087,1221,1511




Cluster i: 109
total projects:9
total patterns:1
'_flymake\\.h$'	322,416,467,505,534,1199,1300,1404,1466




Cluster i: 110
total projects:9
total patterns:1
'\\/([A-Za-z]+)'	12,412,759,852,961,1054,1087,1221,1511




Cluster i: 111
total projects:9
total patterns:1
'\\$<\\d+>[/*]?'	76,737,757,1087,1205,1243,1244,1246,1540




Cluster i: 112
total projects:9
total patterns:1
'init\\((.*)\\):'	12,101,412,759,852,961,1087,1221,1511




Cluster i: 113
total projects:9
total patterns:1
'(.)([A-Z][a-z]+)'	218,296,819,1092,1183,1426,1506,1510,1555




Cluster i: 114
total projects:9
total patterns:1
'\\\\line([iv]+){'	12,412,759,852,961,1054,1087,1221,1511




Cluster i: 115
total projects:9
total patterns:1
'[a-zA-Z0-9_-]{6}$'	12,412,759,852,961,1087,1221,1511,1580




Cluster i: 116
total projects:9
total patterns:1
'-py([123]\\.[0-9])$'	251,422,662,800,1033,1188,1263,1290,1517




Cluster i: 117
total projects:9
total patterns:1
'(\\s)@\\s*([^\\s]+)'	308,322,389,467,505,534,743,1216,1466




Cluster i: 118
total projects:9
total patterns:1
'^@([a-z]+)([ \t]|$)'	12,412,759,852,961,1054,1087,1221,1511




Cluster i: 119
total projects:9
total patterns:1
'Version:.*-r(\\d+)\\s*$'	662,1033,1087,1257,1415,1536,1580,1594,1634




Cluster i: 120
total projects:9
total patterns:1
'^egg=([-A-Za-z0-9_.]+)$'	662,1033,1087,1257,1415,1536,1580,1594,1634




Cluster i: 121
total projects:9
total patterns:1
'^([A-Z]+)([1-9][0-9]*)$'	12,412,759,852,961,1087,1221,1511,1580




Cluster i: 122
total projects:9
total patterns:1
'^def\\s*(\\w+)\\s*=(.*)$'	306,322,464,467,505,534,1300,1404,1466




Cluster i: 123
total projects:9
total patterns:1
'^\\s*\\*\\w+(\\+\\+|--);'	322,416,467,505,534,1199,1300,1404,1466




Cluster i: 124
total projects:9
total patterns:1
'\\\\document(style|class)'	308,322,389,467,505,534,743,1216,1466




Cluster i: 125
total projects:9
total patterns:1
'\\((\\S+).py, line (\\d+)'	12,412,759,852,961,1087,1221,1511,1580




Cluster i: 126
total projects:9
total patterns:1
'^\\d{4}-\\d{1,2}-\\d{1,2}$'	302,323,355,422,866,1004,1184,1495,1517




Cluster i: 127
total projects:9
total patterns:1
'\\s*(t_[a-zA-Z_0-9]*)\\s*='	225,256,635,689,1007,1015,1032,1143,1543




Cluster i: 128
total projects:9
total patterns:1
'LINE (\\d+) OF FILE (\\d+)'	12,412,759,852,961,1087,1221,1511,1580




Cluster i: 129
total projects:9
total patterns:1
'^([a-zA-Z0-9_]+)[ \t]*=(.*)'	12,412,759,852,961,1087,1221,1511,1580




Cluster i: 130
total projects:9
total patterns:1
'Out\\[(\\d+)\\]:\\s?(.*)\\s*'	538,642,747,776,971,1000,1203,1288,1580




Cluster i: 131
total projects:9
total patterns:1
'In \\[(\\d+)\\]:\\s?(.*)\\s*'	538,642,747,776,971,1000,1203,1288,1580




Cluster i: 132
total projects:9
total patterns:1
'#define\\s+ETS_VER\\s+([0-9]+)'	308,322,389,467,505,534,743,1216,1466




Cluster i: 133
total projects:9
total patterns:1
'\\s*def\\s+(t_[a-zA-Z_0-9]*)\\('	225,256,635,689,1007,1015,1032,1143,1543




Cluster i: 134
total projects:9
total patterns:1
'^_imp__(.*) in python\\d+\\.dll'	12,412,759,852,961,1087,1221,1511,1580




Cluster i: 135
total projects:9
total patterns:1
'\\s*def\\s+(p_[a-zA-Z_0-9]*)\\('	225,256,689,757,1007,1015,1032,1143,1543




Cluster i: 136
total projects:9
total patterns:1
'([a-zA-Z\\d]+) \\[(\\d+)\\] (.*)'	12,412,759,852,961,1054,1087,1221,1511




Cluster i: 137
total projects:9
total patterns:1
'<title>([^- ]+ - )?Revision \\d+:'	662,1033,1087,1257,1415,1536,1580,1594,1634




Cluster i: 138
total projects:9
total patterns:1
'#define\\WDB_VERSION_MINOR\\W(\\d+)'	12,412,759,852,961,1087,1221,1511,1580




Cluster i: 139
total projects:9
total patterns:1
'#define\\WDB_VERSION_MAJOR\\W(\\d+)'	12,412,759,852,961,1087,1221,1511,1580




Cluster i: 140
total projects:9
total patterns:1
'^\\$([_a-zA-Z]\\w*|{[_a-zA-Z]\\w*})$'	308,322,389,467,505,534,743,1216,1466




Cluster i: 141
total projects:9
total patterns:1
'\\$\\([^\\$]*(\\$[^\\)][^\\$]*)*\\$\\)'	308,322,389,467,505,534,743,1216,1466




Cluster i: 142
total projects:9
total patterns:1
'^\\s*#\\s*include\\s*([<"])([^>"]*)[>"].*$'	322,416,467,505,534,1199,1300,1404,1466




Cluster i: 143
total projects:9
total patterns:1
'\\\\([abfnrtv?"\\\\\\\']|\\d+|x[0-9a-fA-F]+)'	322,416,467,505,534,1199,1300,1404,1466




Cluster i: 144
total projects:9
total patterns:1
'^\\* ([^:]*):(:|[ \t]*([^\t,\n.]+)([^ \t\n]*))[ \t\n]*'	12,412,759,852,961,1054,1087,1221,1511




Cluster i: 145
total projects:9
total patterns:1
'\\\\(ABC|ASCII|C|Cpp|EOF|infinity|NULL|plusminus|POSIX|UNIX)\\s'	12,412,759,852,961,1054,1087,1221,1511




Cluster i: 146
total projects:8
total patterns:4
'[:"<>|?]'	1269,1498
u'[<>:"\\?\\*\\|]'	813,927
u'[/<>:"\\|\\?\\*]'	386,1181
':|\\*|\\?|"|<|>|\\|'	305,1025




Cluster i: 147
total projects:8
total patterns:4
'https?://'	819,1340
'https?://.*'	1269,1498
'(https?://\\S+)'	686,1011
'http(s)?\\://([\\w\\.-]*)(\\:(\\d+))?(/.*)?'	147,181




Cluster i: 148
total projects:8
total patterns:3
'(a|(b))'	12,412,759,852,961,1087,1221,1511
'((a)|(b))(c)?'	12,412,759,852,961,1087,1221,1511
'(a)|(b)'	12,412,759,852,1087,1221,1511




Cluster i: 149
total projects:8
total patterns:3
'::'	305,317,1025,1076,1138,1505
'^.*::'	305,1025,1138,1505
'\\s*(\\w*)\\s*::'	1464,1580




Cluster i: 150
total projects:8
total patterns:3
'[?*+]+'	251,498,1087,1555
'[\\*\\?]'	1015,1032
'([?*]+/?)'	636,1125




Cluster i: 151
total projects:8
total patterns:3
'\\(.*\\)\\s*$'	1116,1451,1471,1480
'\\s*\\(.*\\)\\s*$'	251,1087
'^(.*)\\s*\\((.*)\\)\\s*$'	103,130




Cluster i: 152
total projects:8
total patterns:2
'x+'	12,412,759,852,961,1087,1221,1511
'(((((((((((x)))))))))))'	12,412,759,852,961,1087,1221,1511




Cluster i: 153
total projects:8
total patterns:2
'([b:]+)'	12,412,759,852,961,1087,1221,1511
'(b)|(:+)'	12,412,759,852,961,1087,1221,1511




Cluster i: 154
total projects:8
total patterns:2
"'.*"	251,498,1087,1267,1555
"\\'"	534,781,1466




Cluster i: 155
total projects:8
total patterns:2
'\\s$'	322,467,505,534,1466
u'^.*(\\s+)$'	304,1025,1322




Cluster i: 156
total projects:8
total patterns:2
'/$'	225,561,1571,1606
'/+$'	460,1025,1322,1505




Cluster i: 157
total projects:8
total patterns:1
'b+'	12,412,759,852,961,1087,1221,1511




Cluster i: 158
total projects:8
total patterns:1
'\\*'	232,339,1076,1094,1248,1488,1522,1540




Cluster i: 159
total projects:8
total patterns:1
'___'	306,322,467,505,534,896,1007,1466




Cluster i: 160
total projects:8
total patterns:1
'\\.$'	225,813,927,1263,1290,1488,1580,1594




Cluster i: 161
total projects:8
total patterns:1
'ab+c'	12,412,759,852,961,1087,1221,1511




Cluster i: 162
total projects:8
total patterns:1
'^cat '	306,322,467,505,534,896,1007,1466




Cluster i: 163
total projects:8
total patterns:1
'wuzzy'	12,412,759,852,961,1087,1221,1511




Cluster i: 164
total projects:8
total patterns:1
'-{2,}'	992,1104,1257,1386,1415,1469,1536,1580




Cluster i: 165
total projects:8
total patterns:1
'\n\\s+'	412,759,852,961,1221,1248,1511,1539




Cluster i: 166
total projects:8
total patterns:1
'^\\s*@?#'	113,147,181,251,498,1087,1267,1555




Cluster i: 167
total projects:8
total patterns:1
'<dl><dd>'	12,412,759,852,961,1221,1511,1580




Cluster i: 168
total projects:8
total patterns:1
'^\\?(.*)'	306,322,464,467,505,534,1300,1466




Cluster i: 169
total projects:8
total patterns:1
'^\\d{5}$'	302,849,878,1012,1086,1158,1495,1634




Cluster i: 170
total projects:8
total patterns:1
'0{6,}\\d'	302,849,878,1004,1012,1086,1158,1495




Cluster i: 171
total projects:8
total patterns:1
'^[0-9.]+$'	46,147,162,181,251,619,1087,1267




Cluster i: 172
total projects:8
total patterns:1
'</(\\w+)>'	220,454,666,707,927,992,1003,1247




Cluster i: 173
total projects:8
total patterns:1
'} (\\w+);'	12,412,759,852,961,1087,1221,1511




Cluster i: 174
total projects:8
total patterns:1
'[EW]\\d{3}'	304,640,662,842,945,1199,1322,1505




Cluster i: 175
total projects:8
total patterns:1
'^(\\w){3}$'	12,412,759,852,961,1087,1221,1511




Cluster i: 176
total projects:8
total patterns:1
'Wrote: (.*)'	308,322,467,505,534,743,1216,1466




Cluster i: 177
total projects:8
total patterns:1
': Failure\\n'	416,852,994,1007,1301,1511,1560,1598




Cluster i: 178
total projects:8
total patterns:1
'.*kallsyms.*'	306,322,464,467,505,534,1404,1466




Cluster i: 179
total projects:8
total patterns:1
'([\\13\\14])'	12,412,759,852,961,1087,1221,1511




Cluster i: 180
total projects:8
total patterns:1
'^\\d[A-F]\\d$'	302,849,878,1004,1012,1086,1158,1495




Cluster i: 181
total projects:8
total patterns:1
'/dev/shm/\\S*'	306,322,464,467,505,534,1404,1466




Cluster i: 182
total projects:8
total patterns:1
'^(0x)?[0-9]+$'	119,768,825,1007,1015,1032,1054,1301




Cluster i: 183
total projects:8
total patterns:1
'(x|i[3-6])86$'	306,322,464,467,505,534,1404,1466




Cluster i: 184
total projects:8
total patterns:1
'^[A-F0-9\\-]+$'	306,322,467,505,534,896,1007,1466




Cluster i: 185
total projects:8
total patterns:1
'([a-z])([A-Z])'	404,557,826,1223,1320,1355,1420,1513




Cluster i: 186
total projects:8
total patterns:1
'U[\\dA-F]{5,5}'	220,927,1122,1263,1290,1469,1580,1594




Cluster i: 187
total projects:8
total patterns:1
'\\{% csrf_token'	302,849,878,1004,1012,1086,1158,1495




Cluster i: 188
total projects:8
total patterns:1
'[[({] | []}),;:]'	304,640,662,842,945,1025,1322,1505




Cluster i: 189
total projects:8
total patterns:1
'^([^:]*):\\t(.*)'	12,412,759,852,961,1087,1221,1511




Cluster i: 190
total projects:8
total patterns:1
'//\\s+Files:(.*)'	306,322,464,467,505,534,1300,1466




Cluster i: 191
total projects:8
total patterns:1
'.*/|\\.$|\\.\\.$'	308,322,467,505,534,743,1216,1466




Cluster i: 192
total projects:8
total patterns:1
'(\\w+)=([-\\w]+)'	306,322,464,467,505,534,1404,1466




Cluster i: 193
total projects:8
total patterns:1
'\\$\\(VERSION\\)'	12,412,759,852,961,1221,1511,1580




Cluster i: 194
total projects:8
total patterns:1
'\\s*/\\*\\s*\\*/'	533,896,1007,1015,1032,1172,1428,1493




Cluster i: 195
total projects:8
total patterns:1
'^\\s*\\$\\$.*\\n'	416,852,994,1007,1301,1511,1560,1598




Cluster i: 196
total projects:8
total patterns:1
'//\\s+Flags:(.*)'	306,322,464,467,505,534,1300,1466




Cluster i: 197
total projects:8
total patterns:1
'\\*([a-zA-Z]+)\\*'	12,412,759,852,961,1087,1221,1511




Cluster i: 198
total projects:8
total patterns:1
'(>[ \\t]*)(.*\\n)'	113,147,181,251,498,1087,1267,1555




Cluster i: 199
total projects:8
total patterns:1
'^[A-Za-z0-9$./_]+$'	306,322,467,505,534,896,1007,1466




Cluster i: 200
total projects:8
total patterns:1
'EndProjectSection$'	306,322,467,505,534,896,1007,1466




Cluster i: 201
total projects:8
total patterns:1
' *({.*}) = ({.*})$'	306,322,467,505,534,896,1007,1466




Cluster i: 202
total projects:8
total patterns:1
'#x([\\d|A-F]{4,4})'	220,927,1122,1263,1290,1469,1580,1594




Cluster i: 203
total projects:8
total patterns:1
'[a-f0-9]+\\s+<.*:$'	306,322,464,467,505,534,1404,1466




Cluster i: 204
total projects:8
total patterns:1
'</?xsl:([^>]*)/?>?'	113,147,181,251,498,1087,1267,1555




Cluster i: 205
total projects:8
total patterns:1
'\\d\\D\\w\\W\\s\\S'	12,412,759,852,961,1087,1221,1511




Cluster i: 206
total projects:8
total patterns:1
"_(\\w(\\w|')*)_(.*)"	533,896,1007,1015,1032,1172,1428,1493




Cluster i: 207
total projects:8
total patterns:1
'^(.*)=([-+]?[0-9]+)'	12,412,759,852,961,1087,1221,1511




Cluster i: 208
total projects:8
total patterns:1
'"(.*)".*PRIMARY KEY$'	302,849,878,1012,1086,1495,1580,1634




Cluster i: 209
total projects:8
total patterns:1
'^(\\d{3})\\s(\\d{3})$'	302,849,878,1012,1086,1158,1495,1634




Cluster i: 210
total projects:8
total patterns:1
'^DYNAMIC SYMBOL TABLE'	306,322,464,467,505,534,1404,1466




Cluster i: 211
total projects:8
total patterns:1
'^\\$\\((.*)\\)(/(.*)|)$'	306,322,467,505,534,896,1007,1466




Cluster i: 212
total projects:8
total patterns:1
"\\*(\\w(\\w|')*)\\*(.*)"	533,896,1007,1015,1032,1172,1428,1493




Cluster i: 213
total projects:8
total patterns:1
'\\{%\\s*(block|extends)'	113,147,181,251,498,1087,1267,1555




Cluster i: 214
total projects:8
total patterns:1
'-- ADDMODULE MARKER 2 --'	12,412,759,852,961,1087,1221,1511




Cluster i: 215
total projects:8
total patterns:1
'-- ADDMODULE MARKER 1 --'	12,412,759,852,961,1087,1221,1511




Cluster i: 216
total projects:8
total patterns:1
'((((((((((y))))))))))(.)'	12,412,759,852,961,1087,1221,1511




Cluster i: 217
total projects:8
total patterns:1
'\\[\\d+ refs\\]\\r?\\n?$'	12,412,759,852,961,1087,1221,1511




Cluster i: 218
total projects:8
total patterns:1
'(^|\\n)[ ]{0,3}>[ ]?(.*)'	236,247,552,606,919,1007,1223,1420




Cluster i: 219
total projects:8
total patterns:1
'//\\s+Env: TEST_FILE_NAME'	306,322,464,467,505,534,1300,1466




Cluster i: 220
total projects:8
total patterns:1
'(Okay|[EW]\\d{3}):\\s(.*)'	304,640,662,842,945,1199,1322,1505




Cluster i: 221
total projects:8
total patterns:1
'^\\d{15}(\\d{2}[0-9xX])?$'	302,849,878,1012,1086,1158,1495,1634




Cluster i: 222
total projects:8
total patterns:1
'^(\\d{1,3})\\.(\\d{1,4})$'	12,412,759,852,961,1087,1221,1511




Cluster i: 223
total projects:8
total patterns:1
'((\\w|\\.)+)\\((\\d+)\\):'	416,852,994,1007,1301,1511,1560,1598




Cluster i: 224
total projects:8
total patterns:1
'lost: 0 bytes in 0 blocks'	306,322,464,467,505,534,1404,1466




Cluster i: 225
total projects:8
total patterns:1
"\\\\openout.*`(.*\\.aux)'"	322,389,467,505,534,743,1216,1466




Cluster i: 226
total projects:8
total patterns:1
'^([0-9a-fA-F]{8}) . (.*)$'	306,322,464,467,505,534,1300,1466




Cluster i: 227
total projects:8
total patterns:1
'\\s|\\+|\\-|\\*|\\/|<<|>>]'	322,416,467,505,534,1199,1300,1466




Cluster i: 228
total projects:8
total patterns:1
'REG_\\w+\\s+([^\\r]+)\\r\\n'	306,322,467,505,534,896,1007,1466




Cluster i: 229
total projects:8
total patterns:1
